,2011/02,2011/02,2011/02,2011/02,2012/02,2012/02,2012/02,2012/02,2013/02,2013/02,2013/02,2013/02,2014/02,2014/02,2014/02,2014/02,2014/08,2014/08,2014/08,2014/08,2014/12,2014/12,2014/12,2014/12,2015/02,2015/02,2015/02,2015/02,2015/06,2015/06,2015/06,2015/06,2015/07,2015/07,2015/07,2015/07,2015/08,2015/08,2015/08,2015/08,2015/09,2015/09,2015/09,2015/09,2015/11,2015/11,2015/11,2015/11,2015/12,2015/12,2015/12,2015/12,2016/02,2016/02,2016/02,2016/02,2016/03,2016/03,2016/03,2016/03,2016/06,2016/06,2016/06,2016/06,2016/07,2016/07,2016/07,2016/07,2016/08,2016/08,2016/08,2016/08,2016/09,2016/09,2016/09,2016/09,2016/11,2016/11,2016/11,2016/11,2016/12,2016/12,2016/12,2016/12,2017/02,2017/02,2017/02,2017/02,2017/03,2017/03,2017/03,2017/03,2017/06,2017/06,2017/06,2017/06,2017/07,2017/07,2017/07,2017/07,2017/08,2017/08,2017/08,2017/08,2017/09,2017/09,2017/09,2017/09,2017/11,2017/11,2017/11,2017/11,2017/12,2017/12,2017/12,2017/12,2018/02,2018/02,2018/02,2018/02,2018/03,2018/03,2018/03,2018/03,2018/06,2018/06,2018/06,2018/06,2018/07,2018/07,2018/07,2018/07,2018/08,2018/08,2018/08,2018/08,2018/09,2018/09,2018/09,2018/09,2018/11,2018/11,2018/11,2018/11,2018/12,2018/12,2018/12,2018/12,2019/02,2019/02,2019/02,2019/02,2019/03,2019/03,2019/03,2019/03,2019/06,2019/06,2019/06,2019/06,2019/07,2019/07,2019/07,2019/07,2019/08,2019/08,2019/08,2019/08,2019/09,2019/09,2019/09,2019/09,회사명,업종,주요제품,상장일,결산월,대표자명,홈페이지,지역
,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,,,,,,,,
A051380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,134.23,182.78,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,23.13,24.48,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,10.43,10.73,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,10.77,11.05,0.15,,,,,,,,,,,,,,,,,,,,,,,,,피씨디렉트,기계장비 및 관련 물품 도매업,"스토리지(HDD), 프로세서(CPU), Memory, Monitor등",2002-02-15,12월,서대식,http://www.pcdirect.co.kr,서울특별시
A051390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,,,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,14.88,19.84,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,12.67,15.59,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,16.41,20.82,1.53,,,,,,,,,,,,,,,,,,,,,0.51,,,,YW,상품 종합 도매업,"이동통신중계시스템, 데이터네트웍장비, 광전송 장비",2001-11-15,12월,우병일,http://www.ywtc.com,경기도
A051490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,7.84,21.02,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,6.11,22.62,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,7.22,29.84,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,6.93,20.00,0.52,,,,,,,,,,,,,,,,,,,,,0.60,,,,나라엠앤디,특수 목적용 기계 제조업,"금형,사출 및 판금부품",2001-06-12,12월,김영조,http://www.naramnd.com,경상남도
A051500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78,34.25,90.81,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43,24.91,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62,18.64,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61,7.29,22.96,0.11,,,,,,,,,,,,,,,,,,,,,1.67,,,,CJ프레시웨이,음·식료품 및 담배 도매업,"식자재유통, 단체급식",2001-07-26,12월,문종석,http://www.cjfreshway.com,경기도
A051600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.09,19.63,23.57,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09,19.65,27.63,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02,10.56,13.44,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52,7.44,9.26,1.20,,,,,,,,,,,,,,,,,,,,,1.58,,,,한전KPS,전기 및 통신 공사업,"일반전기공사,발전설비정비공사,점검,수리,엔지니어링",2007-12-14,12월,김범년,http://www.kps.co.kr,전라남도
A051630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31,10.84,15.43,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,17.75,34.29,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,33.86,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,113.55,,1.52,,,,,,,,,,,,,,,,,,,,,,,,,진양화학,플라스틱제품 제조업,"레쟈,바닥재 제조",2001-01-29,12월,김상용,http://www.chinyang.co.kr,울산광역시
A051780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07,27.47,68.96,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,10.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.13,,,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62,,,1.43,,,,,,,,,,,,,,,,,,,,,1.37,,,,큐로홀딩스,"영화, 비디오물, 방송프로그램 제작 및 배급업","DTIS, Probe Card, H.F PCB",2001-06-26,12월,조중기,http://www.curoholdings.com,서울특별시
A051900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.82,31.67,40.41,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.83,21.63,26.72,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.87,27.98,34.74,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.44,23.22,28.57,2.89,,,,,,,,,,,,,,,,,,,,,5.60,,,,LG생활건강,기타 화학제품 제조업,"화장품,생활용품 제조,도매",2001-04-25,12월,차 석 용,http://www.lgcare.com,서울특별시
A051910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87,10.08,21.06,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38,7.37,15.06,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92,9.47,16.30,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56,9.18,18.45,0.96,,,,,,,,,,,,,,,,,,,,,1.34,,,,LG화학,기초 화학물질 제조업,"유화/기능/합성수지,재생섬유소,산업재,리튬이온전지,평광판,PVC 제조,도매",2001-04-25,12월,신학철,http://www.lgchem.com,서울특별시
A051980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.94,,,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.61,,,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,22.65,48.76,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84,,,2.48,,,,,,,,,,,,,,,,,,,,,1.22,,,,센트럴바이오,플라스틱제품 제조업,PVC샤시,2001-07-31,12월,서영우,http://www.jooanglivingtech.com,경기도
A052020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.91,,,21.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.37,,,8.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.96,,,18.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.44,,,56.82,,,,,,,,,,,,,,,,,,,,,9.55,,,,에스티큐브,기계장비 및 관련 물품 도매업,"전자부품, 정보통신기기, 지능형로봇외",2001-07-05,12월,정현진,http://www.stcube.com,서울특별시
A052190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.68,,,19.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.20,,,38.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.49,,,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,,,1.76,,,,,,,,,,,,,,,,,,,,,2.15,,,,이에스에이,창작 및 예술관련 서비스업,게임소프트웨어(창세기전시리즈),2001-06-21,12월,한현기,http://www.esa.co.kr,서울특별시
A052220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11,35.19,73.80,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68,20.93,37.04,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,21.68,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,24.24,,0.89,,,,,,,,,,,,,,,,,,,,,1.00,,,,iMBC,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","디지털콘텐츠,웹에이젼시",2005-01-21,12월,김원태,http://www.imbc.com,서울특별시
A052260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.40,28.35,38.45,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06,16.10,21.67,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19,16.99,25.17,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.60,11.20,15.80,2.36,,,,,,,,,,,,,,,,,,,,,1.30,,,,SK바이오랜드,기타 화학제품 제조업,"천연물질 추출물, 미생물 배양제품",2001-05-17,12월,이근식,http://www.skbioland.com,충청남도
A052300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89,17.56,19.01,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29,9.33,9.63,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80,19.82,21.48,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,1.52,,,,,,,,,,,,,,,,,,,,,0.71,,,,W홀딩컴퍼니,기타 운송관련 서비스업,운송,2001-08-02,12월,최진욱,http://www.shwa.co.kr,서울특별시
A052330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,6.34,6.91,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,5.46,5.76,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,10.55,11.73,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,5.74,6.18,0.62,,,,,,,,,,,,,,,,,,,,,0.60,,,,코텍,영상 및 음향기기 제조업,"Touch Screen Monitor, 산업용 CRT Monitor",2001-07-10,12월,김영달,http://www.kortek.co.kr,인천광역시
A052400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.61,13.18,18.50,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,20.53,,1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20,,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59,,,1.81,,,,,,,,,,,,,,,,,,,,,2.56,,,,코나아이,소프트웨어 개발 및 공급업,"전자화폐, 단말기, 수집/정산시스템",2001-10-18,12월,조정일,http://www.konai.co.kr,서울특별시
A052420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88,,,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.14,,,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,57.05,184.13,6.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,11.35,17.07,2.13,,,,,,,,,,,,,,,,,,,,,0.76,,,,오성첨단소재,플라스틱제품 제조업,"LCD Aging System, LCD 신뢰성 분석장비",2001-08-07,12월,이장원,http://www.osunglst.com,충청남도
A052460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21,27.01,29.38,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,20.83,24.56,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,17.97,22.70,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,,,0.54,,,,,,,,,,,,,,,,,,,,,1.32,,,,아이크래프트,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","인터넷핵심망(CCR,MCR,NAS등)",2005-01-03,12월,"박우진, 성시훈(각자 대표이사)",http://www.icraft21.com,서울특별시
A052600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,6.06,18.88,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,8.21,23.51,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,7.08,28.70,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,5.43,26.90,1.09,,,,,,,,,,,,,,,,,,,,,,,,,한네트,전기 통신업,"현금서비스, 예금인출",2001-07-10,12월,김선종,http://www.hannet.net,서울특별시
A052670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,49.87,73.77,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01,48.78,67.90,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,53.51,78.78,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58,40.43,54.80,2.05,,,,,,,,,,,,,,,,,,,,,,,,,제일바이오,의약품 제조업,동물사료첨가제,2002-01-24,12월,심광경,http://www.cheilbio.com,경기도
A052690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.10,28.48,42.59,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09,24.15,50.79,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,22.24,42.86,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69,21.40,61.75,1.84,,,,,,,,,,,,,,,,,,,,,,,,,한전기술,"건축기술, 엔지니어링 및 관련 기술 서비스업",원자력발전소 설계 등,2009-12-14,12월,이배수,http://www.kepco-enc.com,경상북도
A052710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37,6.18,13.16,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.30,6.30,13.09,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50,11.18,18.96,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,7.11,24.64,0.69,,,,,,,,,,,,,,,,,,,,,0.99,,,,아모텍,전자부품 제조업,"칩바리스터, 아몰퍼스코어",2003-08-01,12월,"김병규, 정준환 (각자 대표이사)",http://www.amotech.co.kr,인천광역시
A052770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65,4.20,116.16,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.82,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,와이디온라인,소프트웨어 개발 및 공급업,e-Business Solution & Service,2002-08-22,12월,오원석,http://www.ydonline.co.kr,서울특별시
A052790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99,,,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29,76.09,,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.80,,,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13,,,2.86,,,,,,,,,,,,,,,,,,,,,1.05,,,,액토즈소프트,소프트웨어 개발 및 공급업,온라인 게임 및 모바일 게임,2001-08-14,12월,구오하이빈(Guo Haibin),http://www.actoz.com,서울특별시
A052860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17,,,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,9.55,21.38,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91,10.09,13.56,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,11.66,30.37,1.54,,,,,,,,,,,,,,,,,,,,,1.33,,,,아이앤씨,반도체 제조업,지상파 DMB용 수신칩(모바일 TV용 SoC),2009-10-06,12월,박창일,http://www.inctech.co.kr,경기도
A052900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93,25.28,146.07,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.30,14.09,35.17,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,21.51,,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,5.60,9.14,0.69,,,,,,,,,,,,,,,,,,,,,0.72,,,,KMH하이텍,플라스틱제품 제조업,TRAY(반도체Packing재료),2005-01-18,12월,이상국,http://www.kmhhitech.com,충청남도
A053030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45,,,7.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66,103.92,,6.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54,,,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89,18.91,45.73,2.79,,,,,,,,,,,,,,,,,,,,,1.67,,,,바이넥스,의약품 제조업,"정장제, 소화제",2001-08-07,12월,이혁종,http://www.bi-nex.co.kr,부산광역시
A053050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,5.67,10.66,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,5.71,10.51,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,4.85,9.91,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,4.07,7.91,0.34,,,,,,,,,,,,,,,,,,,,,,,,,지에스이,연료용 가스 제조 및 배관공급업,eBusiness 통합,2001-10-11,12월,유석형,http://www.yesgse.com,경상남도
A053060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,4.55,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,5.39,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,3.70,,0.08,,,,,,,,,,,,,,,,,,,,,0.89,,,,세동,자동차 신품 부품 제조업,"도어벨트, 몰딩",2001-08-17,12월,윤정상,http://www.saedong.co.kr,부산광역시
A053110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.36,,,5.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94,,,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87,,,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09,,,1.22,,,,,,,,,,,,,,,,,,,,,1.99,,,,소리바다,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",수도용 및 원예용 상토,2001-10-09,12월,손지현,http://www.soribada.com/corp,서울특별시
A053160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,18.05,20.67,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53,36.06,40.75,3.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,38.36,45.33,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80,15.81,16.31,1.38,,,,,,,,,,,,,,,,,,,,,0.74,,,,프리엠스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","건설기계용 전장, 네트워크 상품",2001-10-30,12월,박흥식,http://www.freems.com,경기도
A053210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67,4.90,11.38,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,4.94,12.05,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.10,4.11,11.21,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,3.67,10.65,0.80,,,,,,,,,,,,,,,,,,,,,0.63,,,,케이티스카이라이프,텔레비전 방송업,위성방송서비스,2011-06-03,12월,강국현,http://www.ktskylife.co.kr,서울특별시
A053260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,10.34,11.74,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.90,15.36,17.52,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,17.53,22.72,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,11.55,13.52,0.37,,,,,,,,,,,,,,,,,,,,,0.52,,,,금강철강,1차 철강 제조업,"냉연압연강판, 산세코일",2002-01-04,12월,"주광남, 주성호(각자 대표)",http://www.kksteel.co.kr,서울특별시
A053270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,3.56,10.72,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80,4.29,18.36,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,4.41,28.73,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,2.35,5.92,0.18,,,,,,,,,,,,,,,,,,,,,0.56,,,,구영테크,자동차 신품 부품 제조업,엔진 브라켓(Engine Bracket) 등,2002-02-07,12월,"이희화, 김성복",http://www.guyoungtech.com,대구광역시
A053280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,30.43,88.70,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38,20.48,156.56,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,22.24,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,,,0.16,,,,,,,,,,,,,,,,,,,,,1.47,,,,예스24,무점포 소매업,"도서,음반/DVD,화장품",2008-05-07,12월,김석환,,서울특별시
A053290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,4.53,8.70,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20,8.03,14.12,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.90,9.60,69.15,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,12.88,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,NE능률,"서적, 잡지 및 기타 인쇄물 출판업",영어학습교재,2002-12-10,12월,주민홍,http://www.neungyule.com,서울특별시
A053300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.04,39.05,58.42,8.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.53,19.39,27.18,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39,23.28,32.06,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,12.02,14.99,3.02,,,,,,,,,,,,,,,,,,,,,1.35,,,,한국정보인증,소프트웨어 개발 및 공급업,"공인인증서, PKI솔루션 등",2014-02-04,12월,김상준,http://www.signgate.com,경기도
A053350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,5.20,12.61,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,4.28,13.66,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,4.76,13.71,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,19.36,,0.42,,,,,,,,,,,,,,,,,,,,,0.75,,,,이니텍,소프트웨어 개발 및 공급업,정보보안 및 인증솔루션,2001-11-15,12월,강석모,http://www.initech.com,서울특별시
A053450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29,6.12,18.60,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19,5.61,18.06,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,7.36,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,3.80,,0.22,,,,,,,,,,,,,,,,,,,,,0.57,,,,세코닉스,사진장비 및 광학기기 제조업,"CCD렌즈, 광PICK-UP렌즈",2001-08-09,12월,"박은경, 권혁대 (각자대표)",http://www.sekonix.com,경기도
A053580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75,19.75,28.82,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.83,87.31,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.61,15.60,19.04,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.22,25.20,29.68,2.09,,,,,,,,,,,,,,,,,,,,,,,,,웹케시,소프트웨어 개발 및 공급업,"에스이알피, 브랜치, 인하우스",2019-01-25,12월,윤완수,http://www.webcash.co.kr,서울특별시
A053590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.17,,,21.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.34,,,29.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.80,,,10.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01,,,3.33,,,,,,,,,,,,,,,,,,,,,2.43,,,,한국테크놀로지,특수 목적용 기계 제조업,신재생에너지관련장비,2001-08-23,12월,"신용구, 이병길(공동 대표이사)",http://www.myht.co.kr,서울특별시
